battery_id,cycle_number,Capacity,ambient_temperature,datetime,SoH,RUL,degradation_state,Re,Rct,peak_voltage,min_voltage,voltage_range,avg_current,avg_temp,temp_rise,cycle_duration,delta_capacity,coulombic_efficiency
B0005,21,1.8361774213478947,24,2008-04-19 07:47:15,91.80887106739473,103,0,0.045021352455558,0.0694040818553967,4.187447226312926,2.617507742871704,1.5699394834412224,1.8738792670691686,32.32266411829938,13.948275574115005,3531.578,-0.011239889935749314,
B0005,22,1.825780747577624,24,2008-04-19 13:01:42,91.2890373788812,102,0,0.0461064656426378,0.0704108330775636,4.187344026387161,2.694074478000972,1.493269548386189,1.883276367037806,31.98795810666763,13.949234677873736,3492.907,-0.010396673770270759,
B0005,23,1.8251136435078368,24,2008-04-19 18:27:29,91.25568217539184,101,0,0.0464625160005063,0.0699377430233672,4.187438187636325,2.6237674644021887,1.5636707232341367,1.8733320556361157,31.894456524691385,14.110271378053902,3511.594,-0.0006671040697872055,
B0005,24,1.825581504220376,24,2008-04-19 23:41:55,91.2790752110188,100,0,0.0476673249976311,0.0687014202685642,4.18774138117799,2.5010798299873738,1.6866615511906167,1.9139789784762269,31.78039681801023,14.250644182761494,3431.9370000000054,0.00046786071253923645,
B0005,25,1.814031127508391,24,2008-04-20 04:54:41,90.70155637541954,99,0,0.0477238545111998,0.0695041754421432,4.188261122540052,2.68499881852498,1.5032623040150717,1.9031048926498,31.688747146342205,14.045933150088224,3431.125,-0.01155037671198511,
B0005,26,1.8147691941158937,24,2008-04-20 10:16:28,90.73845970579468,98,0,0.0478676951872586,0.0678285150105384,4.187338767288234,2.547109116468133,1.640229650820101,1.913471143750189,31.596747992569153,14.299467731360227,3412.406,0.000738066607502752,
B0005,27,1.813969388710352,24,2008-04-20 15:37:05,90.69846943551761,97,0,0.0469402296332379,0.069661211991841,4.187560306288175,2.471314764334132,1.7162455419540428,1.9136209099025532,31.565586498787077,14.433546048604107,3410.688,-0.0007998054055415871,
B0005,28,1.802765665167823,24,2008-04-20 20:50:38,90.13828325839116,96,0,0.0456134190837229,0.0690386303340568,4.18805176248713,2.6613903306108773,1.5266614318762528,1.9026476995844432,31.59124667045208,14.204431811602074,3410.718,-0.011203723542529076,
B0005,29,1.804077040117352,24,2008-04-21 02:15:02,90.2038520058676,95,0,0.0470279824320801,0.0711294674960708,4.187667484260542,2.541762355407921,1.645905128852621,1.9130823665540544,31.603485399391182,14.392900662846777,3392.719,0.0013113749495290428,
B0005,30,1.8518025516704488,24,2008-04-22 15:33:49,92.59012758352245,94,0,0.0467288723388305,0.0697112997292194,4.2010701773378685,2.628919415830567,1.5721507615073014,1.9206226860865134,31.91556385491565,14.67666650056077,3470.672,0.04772551155309679,
B0005,31,1.8307038456739428,24,2008-04-22 20:26:18,91.53519228369714,93,0,0.0477553802626716,0.0716707961231252,4.1996223345495824,2.6312552691827045,1.568367065366878,1.9298947547733054,32.081128118597164,14.287622445368438,3414.109,-0.021098705996505984,
B0005,32,1.8199041089501269,24,2008-04-23 01:18:11,90.99520544750635,92,0,0.046916225196282,0.0691334355475146,4.199853323702163,2.654880745360911,1.5449725783412518,1.929319271264108,31.849792632896243,14.313944661061253,3395.219,-0.010799736723815956,
B0005,33,1.809307963702852,24,2008-04-23 06:18:19,90.4653981851426,91,0,0.0470229394468384,0.0697669618355563,4.199103467081427,2.6749688422803803,1.5241346248010466,1.923358415235126,31.465690433362017,14.321943711351647,3386.0,-0.010596145247274924,
B0005,34,1.80460990458052,24,2008-04-23 11:08:00,90.23049522902599,90,0,0.046604793185003,0.068522152288229,4.199998536865001,2.6159705726789904,1.5840279641860109,1.9285088406920838,31.409348956650316,14.340560010288272,3368.187,-0.00469805912233201,
B0005,35,1.7993770651972192,24,2008-04-23 16:06:25,89.96885325986096,89,1,0.046245370477528,0.0719248993978976,4.19967522099872,2.658447162110498,1.5412280588882217,1.9231516515854177,31.902247475518077,14.36700963981107,3368.266,-0.005232839383300769,
B0005,36,1.7884432335370462,24,2008-04-23 21:02:58,89.42216167685231,88,1,0.0468329399301112,0.0694689689962164,4.1991847248803165,2.697942608427116,1.5012421164532004,1.9170640150939449,31.649024294808623,14.31943319011241,3358.719,-0.010933831660173032,
B0005,37,1.7829230484252725,24,2008-04-24 01:51:33,89.14615242126362,87,1,0.0461861033675123,0.0719378705603448,4.200012480335,2.6617272246516333,1.538285255683367,1.922067492364195,31.48874626238971,14.55798492102618,3339.5,-0.005520185111773657,
B0005,38,1.7730337158018288,24,2008-04-24 06:50:00,88.65168579009143,86,1,0.0462413666398642,0.0693491690279701,4.1992373656547874,2.699288287625812,1.4999490780289753,1.9162697587781747,31.329995610092634,14.529872319178331,3331.265,-0.009889332623443714,
B0005,39,1.773037755078937,24,2008-04-24 11:49:24,88.65188775394685,85,1,0.0477373701431311,0.0703395836124857,4.199395781118708,2.612793240883853,1.5866025402348556,1.922122706502154,31.569551201845574,14.959371983891565,3321.188,4.039277108125461e-06,
B0005,40,1.7678721106662054,24,2008-04-24 16:45:56,88.39360553331026,84,1,0.0494274834363881,0.0695498357572787,4.199578698026071,2.6637064901468075,1.535872207879264,1.9162735319343263,32.111426258867944,14.72871406159539,3321.844,-0.005165644412731485,
B0005,41,1.762315070409309,24,2008-04-24 21:38:11,88.11575352046545,83,1,0.048383341548765,0.0697381270154479,4.199546957512695,2.6668454289754746,1.53270152853722,1.9159257340976645,32.271676011112376,14.616668328231004,3311.828,-0.005557040256896517,
B0005,42,1.7676172924938447,24,2008-04-25 12:03:44,88.38086462469224,82,1,0.0474784168879776,0.064882971709559,4.194091469340824,2.684431051981017,1.5096604173598074,1.9114464682592052,31.842291659678658,14.510839227404134,3327.391,0.00530222208453579,
B0005,43,1.762668359743147,24,2008-04-25 20:03:55,88.13341798715734,81,1,0.0480375100392994,0.0701251142477667,4.200715235801255,2.645224362345869,1.5554908734553856,1.915844717074932,31.759815453754253,14.443603893621347,3312.078,-0.004948932750697743,
B0005,44,1.7517304870664143,24,2008-04-26 01:04:35,87.58652435332071,80,1,0.047703621105183,0.0685981303777479,4.1990980807180325,2.6603527244917,1.5387453562263325,1.9151339148316244,31.41911167391793,14.768289246136725,3293.172,-0.01093787267673263,
B0005,45,1.7418496047960008,24,2008-04-26 05:57:35,87.09248023980004,79,1,0.0480869600733819,0.0697134641311117,4.199398534411534,2.6926849789916263,1.5067135554199078,1.9148572716406749,31.331626572312267,14.805312964989351,3275.328,-0.009880882270413505,
B0005,46,1.7360913511847138,24,2008-04-26 10:58:25,86.8045675592357,78,1,0.0481510465595772,0.0677220781982593,4.199122915612965,2.670544734728978,1.528578180883987,1.9144233171408105,31.35934131425137,14.965001236699614,3265.016,-0.005758253611287012,
B0005,47,1.7936240148573608,24,2008-04-29 12:15:56,89.68120074286804,77,1,0.0475472817403881,0.073180098911682,4.190409478081396,2.605158060541757,1.5852514175396388,1.9389033648133622,34.31088483888259,14.06480804094134,3328.937,0.05753266367264698,
B0005,48,1.7831890223273277,24,2008-04-29 17:05:27,89.15945111636638,76,1,0.0475901338231921,0.0691427287466927,4.199933846791869,2.672012007453096,1.5279218393387732,1.9275345758657751,33.43585640373787,14.18614380073221,3329.266,-0.010434992530033105,
B0005,49,1.7673642076278957,24,2008-04-29 22:00:04,88.36821038139479,75,1,0.0476409209894885,0.0716524732655295,4.199365021329158,2.674271233724938,1.52509378760422,1.9267295232904684,32.66698125020078,14.349592447635331,3301.579,-0.015824814699431977,
B0005,50,1.7570177850353066,24,2008-04-30 02:43:55,87.85088925176532,74,1,0.0476402406175778,0.0689827792391044,4.19902365945384,2.6309416727017187,1.5680819867521216,1.926172441865584,32.28423408691397,14.58994797166772,3283.563,-0.01034642259258911,
B0005,51,1.7468706179837907,24,2008-04-30 07:41:42,87.34353089918953,73,1,0.0484243695317731,0.0724998374901,4.199432142144215,2.6629725743154204,1.536459567828795,1.9202943078313004,32.00739178780946,14.588353315265046,3275.125,-0.01014716705151586,
B0005,52,1.7417172507457144,24,2008-04-30 12:28:49,87.08586253728572,72,1,0.0489338618553407,0.0679599018011362,4.199640922827531,2.612942119873717,1.5866988029538143,1.9201149196706926,32.06387071886056,14.913713409084295,3265.656,-0.005153367238076356,
B0005,53,1.7364225056478186,24,2008-04-30 17:20:16,86.82112528239094,71,1,0.0494307456487187,0.0701407541984291,4.199305653118061,2.615719844266148,1.5835858088519128,1.9144411095695255,32.43754560319043,14.904692696894362,3266.093,-0.005294745097895737,
B0005,54,1.7263217239235826,24,2008-04-30 22:14:54,86.31608619617913,70,1,0.0493230071767182,0.068956429145285,4.198949734540481,2.6287695472774453,1.5701801872630354,1.9083813589951335,32.16809876635083,14.84333597463516,3257.594,-0.010100781724236008,
B0005,55,1.7158065389330133,24,2008-05-01 03:15:33,85.79032694665067,69,1,0.0497482254301438,0.0711299384497784,4.19834220599025,2.6655106679421823,1.5328315380480677,1.9022223526493423,32.05752645824972,14.867707224154767,3248.593,-0.01051518499056936,
B0005,56,1.710533351135192,24,2008-05-01 08:16:03,85.52666755675959,68,1,0.0491220287704245,0.0689095684745689,4.198995776266302,2.650495153350403,1.548500622915899,1.9020695337081277,31.97592092807272,14.992543793027622,3238.766,-0.005273187797821377,
B0005,57,1.706014499648521,24,2008-05-01 13:14:24,85.30072498242605,67,1,0.0498848659447539,0.0719830276512561,4.19916986492694,2.643236235233877,1.555933629693063,1.8965332154034205,32.21689335291319,15.183155569322007,3240.14,-0.004518851486670972,
B0005,58,1.7003110272642588,24,2008-05-01 18:11:10,85.01555136321294,66,1,0.0478594492467187,0.0697725560852867,4.199246833083063,2.656450207001938,1.5427966260811248,1.8959927229678666,32.55632993697177,14.884493588522961,3230.109,-0.005703472384262165,
B0005,59,1.6945798601797897,24,2008-05-01 23:10:15,84.72899300898948,65,1,0.0492163809321789,0.0714637439793728,4.19925518864016,2.626177688152069,1.5730775004880915,1.8900332987976025,32.40048085325998,15.026593610097127,3229.7810000000027,-0.00573116708446908,
B0005,60,1.6849029086609286,24,2008-05-02 03:53:34,84.24514543304643,64,1,0.0488722901342319,0.0687680915386681,4.199610827671791,2.6582230344240045,1.5413877932477869,1.8893934935378442,32.29371860868794,14.961011010615753,3212.469,-0.009676951518861054,
B0005,61,1.6744741591159715,24,2008-05-02 08:44:40,83.72370795579857,63,1,0.0499459389365634,0.0708870426164587,4.1994453812630566,2.695100237338448,1.5043451439246085,1.877705395568618,32.136071448067796,15.112175353075116,3213.219,-0.010428749544957094,
B0005,62,1.6745692479879102,24,2008-05-02 13:43:05,83.72846239939551,62,1,0.0482964391953501,0.0673151471016695,4.198991968341307,2.639091813583503,1.5599001547578042,1.8831949982887424,32.382685497234974,15.31743685100836,3203.578,9.508887193865334e-05,
B0005,63,1.663716375981405,24,2008-05-02 19:07:48,83.18581879907026,61,1,0.0489696051479402,0.0717816850521735,4.197785116892181,2.6857210282450983,1.5120640886470826,1.8764452364443795,32.30899951427638,14.67796740539514,3195.125,-0.010852872006505088,
B0005,64,1.659013868748246,24,2008-05-02 23:24:17,82.9506934374123,60,1,0.0481470922660249,0.0684158918231915,4.201331130571617,2.69017866510873,1.5111524654628874,1.870973160299051,32.56636929496717,15.115677856881028,3195.312999999994,-0.0047025072331590145,
B0005,65,1.6538540573335014,24,2008-05-03 04:13:08,82.69270286667508,59,1,0.0502293760251405,0.0718319241428618,4.199339974904826,2.639895313359579,1.5594446615452475,1.8705690143479228,32.46542951751835,15.38471662975472,3186.297,-0.005159811414744642,
B0005,66,1.642653782130131,24,2008-05-03 09:10:19,82.13268910650655,58,1,0.0484543002020658,0.0677793505105271,4.198916244859707,2.68991452927918,1.5090017155805273,1.8640262698477292,32.347056454418095,15.354571289445666,3176.438,-0.011200275203370413,
B0005,67,1.6378578430223698,24,2008-05-03 14:04:34,81.89289215111849,57,1,0.0497152666250807,0.0713902715439566,4.198537488587242,2.65935818848874,1.539179300098502,1.8637043892758263,32.37153894064616,15.468049033063124,3167.593,-0.004795939107761216,
B0005,68,1.6327350407099108,24,2008-05-03 18:58:13,81.63675203549555,56,1,0.0486802529332838,0.0658344484636432,4.198943932259475,2.6657030585650423,1.5332408736944325,1.857873177974908,32.45549347979197,15.476677791782812,3167.719,-0.005122802312458985,
B0005,69,1.6277528915533617,24,2008-05-03 23:42:30,81.38764457766808,55,1,0.0491321660184356,0.0724518691988788,4.199579806494986,2.642986759012803,1.5565930474821834,1.8572543412119842,32.50017194695606,15.527694982057454,3159.077999999994,-0.004982149156549154,
B0005,70,1.622125485521159,24,2008-05-04 04:41:40,81.10627427605796,54,1,0.0499187289835067,0.0687646330950239,4.198782234828033,2.631116911889304,1.567665322938729,1.8568772359904624,32.50100298369444,15.643926918685747,3148.829,-0.005627406032202575,
B0005,71,1.6113256603765849,24,2008-05-04 09:40:11,80.56628301882924,53,1,0.0492096832252982,0.073040250995097,4.19910517813207,2.696157404617167,1.5029477735149035,1.8449420023406096,32.4728927422438,15.527728304236508,3149.094,-0.010799825144574227,
B0005,72,1.6065631397488385,24,2008-05-04 14:38:13,80.32815698744193,52,1,0.0494366495395998,0.0689230088556077,4.198510853141954,2.6667596238241567,1.5317512293177975,1.8444613866204569,32.50480154634882,15.656774387253893,3140.547,-0.004762520627746403,
B0005,73,1.6015142233917594,24,2008-05-04 19:37:07,80.07571116958798,51,1,0.0495063161655938,0.07251082944035,4.198732430468704,2.6403185448373043,1.5584138856313996,1.8439309256979097,32.51218336210202,15.721974562839755,3131.625,-0.005048916357079047,
B0005,74,1.590369231400328,24,2008-05-05 00:35:53,79.5184615700164,50,2,0.0494033398878436,0.0686484623872513,4.198799630396931,2.69892986372897,1.4998697666679615,1.8371650795865604,32.45692821941515,15.6334984193881,3121.907,-0.011144991991431485,
B0005,75,1.5857889968242211,24,2008-05-05 05:28:13,79.28944984121105,49,2,0.0486517627795967,0.0720176209117095,4.198753541225669,2.6682466504352997,1.530506890790369,1.8316434831262063,32.447059186431154,15.758326936067924,3122.125,-0.00458023457610679,
B0005,76,1.5849430707374117,24,2008-05-05 11:41:31,79.24715353687058,48,2,0.0491550198024464,0.0691308686370358,4.200309982421394,2.6479207279724903,1.5523892544489035,1.8311750591767433,32.32889654966259,15.535222980997112,3121.672,-0.0008459260868094454,
B0005,77,1.5955263892495937,24,2008-05-05 20:40:08,79.77631946247968,47,2,0.0491657556837128,0.0731699361800272,4.201124089732316,2.6741633856529066,1.5269607040794093,1.8433261115953903,32.84488475360107,15.366072616583754,3120.86,0.010583318512181972,
B0005,78,1.5747301747801037,24,2008-05-06 01:38:46,78.73650873900519,46,2,0.0487016128372702,0.0685945550745758,4.198150316653697,2.6892528956736257,1.5088974209800714,1.8298408761937657,32.31731555011648,15.603942647419103,3103.828,-0.020796214469489982,
B0005,79,1.5649019950937946,24,2008-05-06 06:37:06,78.24509975468973,45,2,0.0492342734208827,0.0727712073374357,4.198524048997099,2.688809122993162,1.5097149260039369,1.823708460193854,32.06376130177751,15.85681060594895,3095.094,-0.009828179686309113,
B0005,80,1.5597659473370362,24,2008-05-06 11:25:21,77.98829736685181,44,2,0.0488567734576694,0.0687157076798943,4.198840869468569,2.6743555987897745,1.5244852706787944,1.8177240286719039,32.21997626855924,15.968110198799234,3095.781,-0.005136047756758355,
B0005,81,1.5594815668184234,24,2008-05-06 16:23:36,77.97407834092117,43,2,0.0505475864921389,0.0727086679457494,4.198119631667182,2.6430294964336345,1.5550901352335473,1.8179607964048694,32.7120225448885,16.051299490293758,3094.328,-0.00028438051861279234,
B0005,82,1.55468935359061,24,2008-05-06 21:21:49,77.7344676795305,42,2,0.0506497585783765,0.0685353610479945,4.198320288264955,2.6584858447131823,1.5398344435517726,1.8172828219040265,32.945022147355694,15.8107136692796,3086.531,-0.004792213227813535,
B0005,83,1.5488741079890418,24,2008-05-07 02:17:25,77.44370539945209,41,2,0.0501188147421075,0.0730104108966134,4.1980467610750285,2.629782173759164,1.5682645873158645,1.8110596769358045,32.857549597381336,15.905627140819583,3085.625,-0.0058152456015680976,
B0005,84,1.538236598942558,24,2008-05-07 07:04:02,76.9118299471279,40,2,0.0491324268769509,0.0693303248319639,4.199047008209673,2.6622967647315545,1.5367502434781186,1.809523960162879,32.629663328789654,15.874609002748517,3067.203,-0.010637509046483862,
B0005,85,1.527914258251028,24,2008-05-07 12:01:49,76.39571291255139,39,2,0.0497925673190261,0.073436503616202,4.197669918520713,2.682380966742509,1.5152889517782042,1.8026791040807892,32.379859014262976,15.951523771765082,3058.157,-0.01032234069153004,
B0005,86,1.5285252629756445,24,2008-05-07 16:59:29,76.42626314878223,38,2,0.0496331359162434,0.0688142967101813,4.197600624105256,2.640189476892272,1.5574111472129841,1.8032065293561197,32.68215852457039,16.221650457887392,3058.812,0.000611004724616615,
B0005,87,1.522647325284378,24,2008-05-07 21:56:09,76.1323662642189,37,2,0.0498653780666,0.0732133898164959,4.197985718630326,2.693769409137257,1.504216309493069,1.7966214118109363,32.99387423636739,16.007476027662012,3058.578,-0.005877937691266544,
B0005,88,1.5174859938489869,24,2008-05-08 02:53:49,75.87429969244934,36,2,0.0489212903564022,0.0688393136276158,4.198164128530042,2.695787450704935,1.502376677825107,1.7960332728517656,33.045397072111655,15.997992661194733,3049.328,-0.005161331435391103,
B0005,89,1.605818899130659,24,2008-05-09 12:25:07,80.29094495653295,35,1,0.0498119327855388,0.074596186052064,4.222920057935785,2.6920548172137724,1.530865240722013,1.822944713643187,32.856295641052824,15.981657536293866,3177.219,0.08833290528167215,
B0005,90,1.5638491446744425,24,2008-05-09 20:28:09,78.19245723372212,34,2,0.0497512574980347,0.0686389241999605,4.200423045909808,2.629071246219689,1.5713517996901194,1.8294710216423313,33.33950238056361,15.803073427021303,3082.937,-0.041969754456216535,
B0005,91,1.5480915247767786,24,2008-05-10 01:21:56,77.40457623883893,33,2,0.0485067348899718,0.0745830977634214,4.198372063670128,2.631343871050918,1.56702819261921,1.8163541106104555,33.35156485472646,15.83347443465211,3074.266,-0.015757619897663888,
B0005,92,1.5323755631868592,24,2008-05-10 06:18:12,76.61877815934297,32,2,0.0491591819629816,0.0690673447997324,4.198353213898968,2.6983970036642315,1.4999562102347364,1.8034084947236912,33.147486361012966,15.783907580130169,3066.0,-0.01571596158991939,
B0005,93,1.5269528268489705,24,2008-05-10 11:16:04,76.34764134244853,31,2,0.0500230742033395,0.0736638387977965,4.197873789078739,2.6338485871981514,1.5640252018805874,1.8027403040636887,33.007275861749356,16.037197977192257,3056.437,-0.005422736337888701,
B0005,94,1.5169573017136326,24,2008-05-10 16:11:56,75.84786508568163,30,2,0.0497080870965655,0.0683000614609565,4.197955644238241,2.671566207861818,1.526389436376423,1.7959087273263283,32.91990812745461,16.035573712016465,3048.219,-0.009995525135337857,
B0005,95,1.511897596014269,24,2008-05-10 21:07:54,75.59487980071346,29,2,0.0502046904378658,0.0737188582159762,4.197918434710392,2.6540810507928123,1.5438373839175794,1.795435245909757,32.99903328622305,16.11411385163537,3039.218,-0.005059705699363537,
B0005,96,1.5065638960681105,24,2008-05-11 02:05:21,75.32819480340552,28,2,0.0489506608038353,0.0696326738615232,4.197739340034368,2.656849703962618,1.54088963607175,1.7893867442508242,33.03772281691292,16.108291919629124,3039.047,-0.005333699946158621,
B0005,97,1.5015453526671363,24,2008-05-11 06:55:27,75.07726763335681,27,2,0.0497585734077315,0.0746561776087558,4.19785490446139,2.6363048614501152,1.5615500430112745,1.7884515415769178,33.07740307192613,16.175216476849112,3030.375,-0.005018543400974185,
B0005,98,1.4908444050400238,24,2008-05-11 11:52:47,74.54222025200119,26,2,0.0498083962553727,0.069022987629394,4.197306756122815,2.69951692300468,1.4977898331181354,1.7816042586946859,33.05467981523988,16.08555278481613,3021.0,-0.01070094762711249,
B0005,99,1.485868384561201,24,2008-05-11 16:49:58,74.29341922806006,25,2,0.0496867550378329,0.0735542582193973,4.197528212001444,2.698216006032282,1.499312205969162,1.7753188621341638,33.11570360624461,16.112565173909875,3021.75,-0.004976020478822729,
B0005,100,1.480413677976106,24,2008-05-11 21:47:12,74.02068389880529,24,2,0.0505941138997434,0.0685832846047841,4.19743662221161,2.6911707598773864,1.5062658623342235,1.7743163650866025,33.12942148982365,16.173391469187827,3012.265,-0.00545470658509517,
B0005,101,1.4752095869031632,24,2008-05-12 02:36:58,73.76047934515816,23,2,0.0499500570704977,0.0746229428074614,4.197717228550219,2.690162319231471,1.5075549093187477,1.7739323101229758,33.130681310493344,16.197838535558738,3002.641,-0.005204091072942729,
B0005,102,1.4859035988304024,24,2008-05-12 12:56:34,74.29517994152012,22,2,0.0498442104120108,0.0701407010789011,4.192454851360723,2.6355034454892072,1.5569514058715157,1.7809908306486097,33.20069210329718,16.247172369120406,3012.0,0.010694011927239178,
B0005,103,1.4960918298136696,24,2008-05-12 18:59:59,74.80459149068348,21,2,0.0502825642512583,0.0736039114233682,4.202845001527377,2.6594753656507684,1.543369635876609,1.7879638259714314,33.78697527817091,15.948003647350099,3020.11,0.010188230983267266,
B0005,104,1.4808005946928984,24,2008-05-12 23:53:17,74.04002973464492,20,2,0.0500627022920359,0.0697911803878999,4.197952808231904,2.644554999824577,1.5533978084073272,1.780299388544082,33.673365085761986,16.152592707094918,3002.172000000006,-0.01529123512077124,
B0005,105,1.4697543268466824,24,2008-05-13 04:35:25,73.48771634233412,19,2,0.0499200778190466,0.074642062777058,4.198017952345714,2.6719601666204564,1.526057785725258,1.7731170790561723,33.535818118317145,16.15920605507954,2992.703,-0.011046267846215985,
B0005,106,1.4539012274845928,24,2008-05-13 09:24:04,72.69506137422964,18,2,0.049214459164823,0.0699083630110742,4.192162800008929,2.6598211033173382,1.5323416966915908,1.7707046619097417,33.32269982188509,16.248017363517906,2964.468,-0.015853099362089562,
B0005,107,1.454146206723569,24,2008-05-13 14:20:24,72.70731033617845,17,2,0.0500799643501363,0.0754771092928152,4.196993378341778,2.688360455508818,1.5086329228329602,1.7601011563823776,33.346230327490304,16.324218399312,2983.375,0.0002449792389762617,
B0005,108,1.455023751906683,24,2008-05-13 19:04:20,72.75118759533416,16,2,0.0546921850263593,0.0746459936002273,4.197603515102162,2.6376728619288525,1.5599306531733093,1.7656363959382297,33.64948900485925,16.355504868238118,2975.297,0.0008775451831140035,
